Amount,Payment_Method,Bank,Previous_Failures,Attempt_Number,Error,Original_Status,Risk_Percentage,Risk_Level,Recovery_Action
1880,UPI,Bank_A,2,3,NONE,FAILED,54.61,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
19743,UPI,Bank_C,2,3,AUTH_ERROR,FAILED,93.27,HIGH,Complete authentication and retry the payment.
1738,UPI,Bank_C,1,2,NONE,FAILED,36.25,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
16484,UPI,Bank_C,0,1,NONE,FAILED,24.76,LOW,Continue payment normally.
6863,UPI,Bank_A,0,1,NONE,SUCCESS,14.07,LOW,Continue payment normally.
963,UPI,Bank_A,0,1,NONE,SUCCESS,12.72,LOW,Continue payment normally.
11937,UPI,Bank_C,2,3,BANK_ERROR,FAILED,89.29,HIGH,Try another bank or payment method.
13853,NET_BANKING,Bank_C,0,1,NONE,SUCCESS,21.33,LOW,Continue payment normally.
3392,CARD,Bank_B,2,3,NETWORK_ERROR,FAILED,84.51,HIGH,Retry after a short delay or use another payment method.
4370,NET_BANKING,Bank_A,1,2,NETWORK_ERROR,SUCCESS,73.91,HIGH,Retry after a short delay or use another payment method.
5542,UPI,Bank_B,0,1,NETWORK_ERROR,SUCCESS,37.67,MEDIUM,Retry after a short delay or use another payment method.
3385,UPI,Bank_A,1,2,NONE,SUCCESS,30.3,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
9410,UPI,Bank_D,1,2,BANK_ERROR,FAILED,72.97,HIGH,Try another bank or payment method.
6186,UPI,Bank_D,0,1,NONE,FAILED,16.03,LOW,Continue payment normally.
6101,UPI,Bank_D,0,1,NONE,SUCCESS,18.46,LOW,Continue payment normally.
9653,UPI,Bank_D,0,1,NONE,SUCCESS,18.62,LOW,Continue payment normally.
8070,CARD,Bank_C,0,1,NONE,SUCCESS,22.17,LOW,Continue payment normally.
5190,UPI,Bank_B,0,1,NONE,FAILED,12.97,LOW,Continue payment normally.
1149,CARD,Bank_A,0,1,NONE,SUCCESS,14.81,LOW,Continue payment normally.
4821,UPI,Bank_C,0,1,NONE,SUCCESS,16.02,LOW,Continue payment normally.
17331,UPI,Bank_D,2,3,BANK_ERROR,FAILED,87.87,HIGH,Try another bank or payment method.
3915,CARD,Bank_B,1,2,NONE,FAILED,32.94,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
17777,UPI,Bank_B,0,1,NONE,FAILED,13.58,LOW,Continue payment normally.
19133,CARD,Bank_D,0,1,NONE,SUCCESS,23.06,LOW,Continue payment normally.
194,UPI,Bank_C,0,1,NONE,SUCCESS,19.83,LOW,Continue payment normally.
19137,NET_BANKING,Bank_B,3,4,BANK_ERROR,FAILED,94.73,HIGH,Try another bank or payment method.
7657,CARD,Bank_C,0,1,NONE,SUCCESS,25.77,LOW,Continue payment normally.
1569,UPI,Bank_C,0,1,NONE,SUCCESS,19.83,LOW,Continue payment normally.
7066,UPI,Bank_D,1,2,NONE,FAILED,33.73,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
13369,UPI,Bank_C,0,1,NONE,SUCCESS,24.08,LOW,Continue payment normally.
13620,UPI,Bank_D,0,1,NONE,SUCCESS,19.6,LOW,Continue payment normally.
6319,CARD,Bank_B,0,1,AUTH_ERROR,SUCCESS,38.7,MEDIUM,Complete authentication and retry the payment.
18789,NET_BANKING,Bank_D,0,1,BANK_ERROR,FAILED,50.86,MEDIUM,Try another bank or payment method.
7381,CARD,Bank_C,0,1,CARD_DECLINED,FAILED,50.97,MEDIUM,Try UPI or Net Banking instead of the card.
789,NET_BANKING,Bank_C,1,2,NETWORK_ERROR,FAILED,76.13,HIGH,Retry after a short delay or use another payment method.
19278,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,19.75,LOW,Continue payment normally.
3707,UPI,Bank_D,0,1,NONE,SUCCESS,18.05,LOW,Continue payment normally.
13021,UPI,Bank_B,0,1,NONE,SUCCESS,14.81,LOW,Continue payment normally.
17049,UPI,Bank_B,1,2,NONE,FAILED,39.73,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
7085,UPI,Bank_D,1,2,BANK_ERROR,FAILED,67.48,MEDIUM,Try another bank or payment method.
1734,CARD,Bank_B,1,2,NETWORK_ERROR,SUCCESS,65.55,MEDIUM,Retry after a short delay or use another payment method.
15896,UPI,Bank_B,1,2,BANK_ERROR,FAILED,61.96,MEDIUM,Try another bank or payment method.
19935,UPI,Bank_C,1,2,NONE,SUCCESS,49.45,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
18739,UPI,Bank_C,0,1,NONE,FAILED,20.05,LOW,Continue payment normally.
17725,UPI,Bank_C,0,1,NETWORK_ERROR,SUCCESS,54.32,MEDIUM,Retry after a short delay or use another payment method.
13210,UPI,Bank_B,1,2,NONE,SUCCESS,33.61,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
11620,CARD,Bank_C,0,1,NONE,SUCCESS,24.29,LOW,Continue payment normally.
12512,NET_BANKING,Bank_B,0,1,NONE,FAILED,14.69,LOW,Continue payment normally.
7590,CARD,Bank_D,0,1,NONE,SUCCESS,19.26,LOW,Continue payment normally.
10173,CARD,Bank_D,2,3,NONE,FAILED,73.01,HIGH,"Continue payment, but offer an alternate payment method if it fails."
4683,UPI,Bank_B,0,1,NONE,SUCCESS,14.18,LOW,Continue payment normally.
5276,NET_BANKING,Bank_D,0,1,NONE,FAILED,16.24,LOW,Continue payment normally.
11379,UPI,Bank_C,0,1,NONE,SUCCESS,18.68,LOW,Continue payment normally.
13031,CARD,Bank_B,0,1,NONE,SUCCESS,15.64,LOW,Continue payment normally.
11921,UPI,Bank_C,0,1,BANK_ERROR,SUCCESS,43.47,MEDIUM,Try another bank or payment method.
5967,NET_BANKING,Bank_C,2,3,NETWORK_ERROR,FAILED,92.12,HIGH,Retry after a short delay or use another payment method.
19756,CARD,Bank_D,2,3,CARD_DECLINED,FAILED,90.36,HIGH,Try UPI or Net Banking instead of the card.
19651,UPI,Bank_C,0,1,NETWORK_ERROR,SUCCESS,54.07,MEDIUM,Retry after a short delay or use another payment method.
4763,UPI,Bank_C,1,2,NONE,SUCCESS,41.57,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
5487,UPI,Bank_C,1,2,BANK_ERROR,FAILED,69.12,MEDIUM,Try another bank or payment method.
19667,UPI,Bank_B,0,1,NONE,SUCCESS,14.8,LOW,Continue payment normally.
10415,NET_BANKING,Bank_A,2,3,AUTH_ERROR,FAILED,89.56,HIGH,Complete authentication and retry the payment.
14807,UPI,Bank_A,0,1,NONE,SUCCESS,17.16,LOW,Continue payment normally.
15587,CARD,Bank_A,0,1,NONE,FAILED,16.84,LOW,Continue payment normally.
13301,NET_BANKING,Bank_D,2,3,AUTH_ERROR,FAILED,92.09,HIGH,Complete authentication and retry the payment.
11985,UPI,Bank_B,2,3,NONE,FAILED,62.16,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
6561,UPI,Bank_D,0,1,NONE,FAILED,19.27,LOW,Continue payment normally.
1743,UPI,Bank_A,0,1,NONE,SUCCESS,13.54,LOW,Continue payment normally.
11483,UPI,Bank_A,0,1,NONE,SUCCESS,14.53,LOW,Continue payment normally.
15660,UPI,Bank_D,0,1,NONE,SUCCESS,19.24,LOW,Continue payment normally.
13289,UPI,Bank_B,0,1,NONE,SUCCESS,16.08,LOW,Continue payment normally.
6758,CARD,Bank_B,0,1,NONE,SUCCESS,15.7,LOW,Continue payment normally.
2220,CARD,Bank_A,1,2,NONE,SUCCESS,35.94,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
6743,CARD,Bank_C,1,2,AUTH_ERROR,FAILED,77.53,HIGH,Complete authentication and retry the payment.
14934,CARD,Bank_C,0,1,NONE,SUCCESS,24.14,LOW,Continue payment normally.
19641,UPI,Bank_B,0,1,NETWORK_ERROR,SUCCESS,41.63,MEDIUM,Retry after a short delay or use another payment method.
11147,UPI,Bank_A,0,1,NONE,SUCCESS,12.83,LOW,Continue payment normally.
10404,UPI,Bank_B,0,1,NONE,SUCCESS,12.95,LOW,Continue payment normally.
3480,UPI,Bank_B,1,2,NONE,FAILED,26.91,LOW,Continue payment normally.
7169,UPI,Bank_C,0,1,BANK_ERROR,FAILED,49.86,MEDIUM,Try another bank or payment method.
14127,UPI,Bank_A,0,1,BANK_ERROR,SUCCESS,40.91,MEDIUM,Try another bank or payment method.
8210,NET_BANKING,Bank_A,0,1,NONE,FAILED,14.19,LOW,Continue payment normally.
12336,UPI,Bank_B,3,4,AUTH_ERROR,FAILED,94.86,HIGH,Complete authentication and retry the payment.
6514,UPI,Bank_D,0,1,NONE,SUCCESS,14.27,LOW,Continue payment normally.
6192,NET_BANKING,Bank_D,0,1,NONE,SUCCESS,18.43,LOW,Continue payment normally.
16622,UPI,Bank_A,1,2,NONE,SUCCESS,36.92,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
10958,UPI,Bank_A,2,3,NONE,FAILED,63.95,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
11965,UPI,Bank_B,2,3,NONE,SUCCESS,59.92,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
12879,UPI,Bank_C,0,1,NONE,FAILED,25.72,LOW,Continue payment normally.
2770,UPI,Bank_B,2,3,NONE,SUCCESS,57.67,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
6019,CARD,Bank_D,0,1,NONE,SUCCESS,19.46,LOW,Continue payment normally.
6069,UPI,Bank_B,1,2,NONE,FAILED,30.06,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
13158,CARD,Bank_B,0,1,NONE,SUCCESS,17.17,LOW,Continue payment normally.
17604,CARD,Bank_C,1,2,NETWORK_ERROR,FAILED,81.36,HIGH,Retry after a short delay or use another payment method.
1965,UPI,Bank_A,1,2,NETWORK_ERROR,SUCCESS,67.92,MEDIUM,Retry after a short delay or use another payment method.
311,NET_BANKING,Bank_C,1,2,NONE,SUCCESS,44.8,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
2312,NET_BANKING,Bank_D,0,1,BANK_ERROR,FAILED,47.59,MEDIUM,Try another bank or payment method.
3340,UPI,Bank_D,0,1,NONE,SUCCESS,18.21,LOW,Continue payment normally.
16593,UPI,Bank_C,0,1,NONE,SUCCESS,23.33,LOW,Continue payment normally.
18833,CARD,Bank_C,1,2,NONE,SUCCESS,48.77,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
3183,CARD,Bank_B,0,1,NONE,SUCCESS,16.62,LOW,Continue payment normally.
16854,UPI,Bank_A,0,1,BANK_ERROR,SUCCESS,44.39,MEDIUM,Try another bank or payment method.
1054,UPI,Bank_A,1,2,NONE,SUCCESS,30.08,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
5576,UPI,Bank_A,0,1,NONE,SUCCESS,12.61,LOW,Continue payment normally.
16389,NET_BANKING,Bank_D,0,1,BANK_ERROR,FAILED,52.87,MEDIUM,Try another bank or payment method.
10804,UPI,Bank_A,1,2,NONE,SUCCESS,27.6,LOW,Continue payment normally.
14879,UPI,Bank_A,2,3,NETWORK_ERROR,FAILED,89.03,HIGH,Retry after a short delay or use another payment method.
5241,UPI,Bank_B,0,1,NONE,SUCCESS,11.95,LOW,Continue payment normally.
11554,UPI,Bank_D,0,1,AUTH_ERROR,SUCCESS,43.94,MEDIUM,Complete authentication and retry the payment.
8598,UPI,Bank_C,0,1,NONE,SUCCESS,21.44,LOW,Continue payment normally.
6429,UPI,Bank_B,0,1,NONE,SUCCESS,16.05,LOW,Continue payment normally.
2348,UPI,Bank_A,0,1,BANK_ERROR,FAILED,33.33,MEDIUM,Try another bank or payment method.
6670,UPI,Bank_B,0,1,NONE,SUCCESS,14.08,LOW,Continue payment normally.
7042,NET_BANKING,Bank_B,0,1,NONE,SUCCESS,19.53,LOW,Continue payment normally.
16791,CARD,Bank_C,0,1,NONE,SUCCESS,20.72,LOW,Continue payment normally.
3571,CARD,Bank_B,0,1,NONE,SUCCESS,18.04,LOW,Continue payment normally.
8059,UPI,Bank_A,0,1,NONE,SUCCESS,12.42,LOW,Continue payment normally.
11596,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,16.14,LOW,Continue payment normally.
2111,CARD,Bank_D,0,1,AUTH_ERROR,FAILED,47.1,MEDIUM,Complete authentication and retry the payment.
7450,NET_BANKING,Bank_C,2,3,NONE,FAILED,73.77,HIGH,"Continue payment, but offer an alternate payment method if it fails."
3620,UPI,Bank_B,0,1,NONE,SUCCESS,11.9,LOW,Continue payment normally.
17469,UPI,Bank_D,1,2,NONE,FAILED,45.26,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
2855,UPI,Bank_B,0,1,NONE,SUCCESS,12.48,LOW,Continue payment normally.
18258,UPI,Bank_B,1,2,NONE,SUCCESS,32.84,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
18702,UPI,Bank_D,1,2,NONE,FAILED,41.34,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
12791,NET_BANKING,Bank_C,1,2,NONE,FAILED,49.63,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
17864,NET_BANKING,Bank_A,0,1,BANK_ERROR,SUCCESS,41.11,MEDIUM,Try another bank or payment method.
1204,CARD,Bank_A,0,1,NONE,FAILED,15.84,LOW,Continue payment normally.
8840,CARD,Bank_A,1,2,NONE,SUCCESS,39.99,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
4532,NET_BANKING,Bank_C,0,1,NONE,SUCCESS,24.38,LOW,Continue payment normally.
17668,UPI,Bank_A,0,1,NONE,SUCCESS,15.47,LOW,Continue payment normally.
14947,UPI,Bank_B,0,1,NONE,SUCCESS,13.55,LOW,Continue payment normally.
13978,UPI,Bank_C,0,1,NONE,SUCCESS,19.89,LOW,Continue payment normally.
16734,UPI,Bank_A,3,4,AUTH_ERROR,FAILED,95.16,HIGH,Complete authentication and retry the payment.
13225,UPI,Bank_B,0,1,BANK_ERROR,FAILED,39.26,MEDIUM,Try another bank or payment method.
3989,CARD,Bank_C,0,1,NONE,FAILED,21.61,LOW,Continue payment normally.
18270,UPI,Bank_B,0,1,NONE,FAILED,13.48,LOW,Continue payment normally.
5949,CARD,Bank_C,0,1,NONE,SUCCESS,25.12,LOW,Continue payment normally.
18001,CARD,Bank_D,0,1,CARD_DECLINED,SUCCESS,52.9,MEDIUM,Try UPI or Net Banking instead of the card.
17512,UPI,Bank_A,0,1,AUTH_ERROR,FAILED,48.69,MEDIUM,Complete authentication and retry the payment.
19801,UPI,Bank_D,0,1,NONE,SUCCESS,18.29,LOW,Continue payment normally.
8263,UPI,Bank_B,0,1,NONE,FAILED,14.5,LOW,Continue payment normally.
5619,CARD,Bank_C,0,1,CARD_DECLINED,FAILED,54.34,MEDIUM,Try UPI or Net Banking instead of the card.
4490,UPI,Bank_C,0,1,BANK_ERROR,FAILED,48.68,MEDIUM,Try another bank or payment method.
6572,UPI,Bank_D,0,1,NONE,SUCCESS,18.79,LOW,Continue payment normally.
9282,UPI,Bank_C,0,1,NONE,FAILED,17.4,LOW,Continue payment normally.
12914,UPI,Bank_A,1,2,BANK_ERROR,FAILED,67.85,MEDIUM,Try another bank or payment method.
17893,UPI,Bank_A,0,1,NONE,SUCCESS,15.92,LOW,Continue payment normally.
14994,UPI,Bank_A,2,3,NONE,FAILED,56.06,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
17600,UPI,Bank_A,0,1,NONE,SUCCESS,15.05,LOW,Continue payment normally.
12744,CARD,Bank_B,0,1,NONE,SUCCESS,15.6,LOW,Continue payment normally.
17569,UPI,Bank_C,1,2,NONE,SUCCESS,42.91,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
8304,CARD,Bank_C,0,1,AUTH_ERROR,FAILED,57.45,MEDIUM,Complete authentication and retry the payment.
8849,NET_BANKING,Bank_D,0,1,BANK_ERROR,FAILED,51.05,MEDIUM,Try another bank or payment method.
9563,UPI,Bank_C,0,1,NONE,SUCCESS,19.09,LOW,Continue payment normally.
19249,UPI,Bank_C,3,4,AUTH_ERROR,FAILED,97.41,HIGH,Complete authentication and retry the payment.
13077,NET_BANKING,Bank_B,1,2,NONE,SUCCESS,36.7,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
14855,UPI,Bank_C,0,1,NONE,SUCCESS,19.82,LOW,Continue payment normally.
4018,CARD,Bank_B,0,1,NONE,SUCCESS,13.74,LOW,Continue payment normally.
12485,UPI,Bank_A,0,1,NONE,SUCCESS,12.99,LOW,Continue payment normally.
14400,CARD,Bank_D,0,1,NONE,SUCCESS,20.28,LOW,Continue payment normally.
1850,UPI,Bank_A,0,1,NONE,SUCCESS,11.01,LOW,Continue payment normally.
10125,UPI,Bank_D,0,1,NONE,SUCCESS,20.95,LOW,Continue payment normally.
3025,UPI,Bank_B,3,4,BANK_ERROR,FAILED,94.17,HIGH,Try another bank or payment method.
17423,CARD,Bank_B,2,3,CARD_DECLINED,FAILED,88.13,HIGH,Try UPI or Net Banking instead of the card.
13103,NET_BANKING,Bank_B,0,1,NONE,FAILED,17.07,LOW,Continue payment normally.
11121,NET_BANKING,Bank_C,0,1,NONE,FAILED,26.45,LOW,Continue payment normally.
6959,UPI,Bank_C,0,1,NETWORK_ERROR,SUCCESS,50.77,MEDIUM,Retry after a short delay or use another payment method.
5463,CARD,Bank_D,2,3,NETWORK_ERROR,SUCCESS,91.17,HIGH,Retry after a short delay or use another payment method.
17476,CARD,Bank_C,0,1,NONE,SUCCESS,25.9,LOW,Continue payment normally.
1855,NET_BANKING,Bank_C,0,1,NONE,SUCCESS,23.83,LOW,Continue payment normally.
10041,UPI,Bank_B,2,3,NETWORK_ERROR,FAILED,87.33,HIGH,Retry after a short delay or use another payment method.
12343,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,14.21,LOW,Continue payment normally.
19071,NET_BANKING,Bank_B,0,1,BANK_ERROR,FAILED,41.18,MEDIUM,Try another bank or payment method.
10240,NET_BANKING,Bank_A,1,2,NONE,FAILED,39.14,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
12405,UPI,Bank_A,0,1,NONE,FAILED,14.47,LOW,Continue payment normally.
8954,NET_BANKING,Bank_A,1,2,NONE,SUCCESS,34.74,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
11394,UPI,Bank_D,0,1,NONE,FAILED,17.3,LOW,Continue payment normally.
9568,UPI,Bank_C,0,1,NONE,SUCCESS,20.31,LOW,Continue payment normally.
17743,CARD,Bank_A,0,1,NONE,FAILED,17.9,LOW,Continue payment normally.
10683,UPI,Bank_D,0,1,NONE,SUCCESS,19.29,LOW,Continue payment normally.
19975,NET_BANKING,Bank_A,0,1,AUTH_ERROR,FAILED,53.62,MEDIUM,Complete authentication and retry the payment.
15524,UPI,Bank_A,0,1,NONE,SUCCESS,14.55,LOW,Continue payment normally.
17865,UPI,Bank_A,0,1,NONE,SUCCESS,14.5,LOW,Continue payment normally.
14572,UPI,Bank_D,0,1,NONE,SUCCESS,19.76,LOW,Continue payment normally.
3851,CARD,Bank_A,3,4,AUTH_ERROR,FAILED,95.54,HIGH,Complete authentication and retry the payment.
12398,CARD,Bank_A,0,1,NONE,FAILED,14.12,LOW,Continue payment normally.
9669,UPI,Bank_A,0,1,NONE,FAILED,11.8,LOW,Continue payment normally.
16490,CARD,Bank_A,2,3,CARD_DECLINED,FAILED,85.46,HIGH,Try UPI or Net Banking instead of the card.
1801,UPI,Bank_B,2,3,NONE,FAILED,59.65,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
17534,UPI,Bank_D,0,1,NONE,SUCCESS,19.1,LOW,Continue payment normally.
17777,NET_BANKING,Bank_B,0,1,NONE,SUCCESS,18.1,LOW,Continue payment normally.
4638,CARD,Bank_D,0,1,AUTH_ERROR,FAILED,57.56,MEDIUM,Complete authentication and retry the payment.
16748,UPI,Bank_D,0,1,NONE,SUCCESS,15.79,LOW,Continue payment normally.
641,CARD,Bank_B,1,2,NETWORK_ERROR,SUCCESS,66.35,MEDIUM,Retry after a short delay or use another payment method.
11665,CARD,Bank_A,1,2,NONE,FAILED,43.47,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
11715,CARD,Bank_D,0,1,NONE,SUCCESS,19.75,LOW,Continue payment normally.
1058,UPI,Bank_A,1,2,NONE,SUCCESS,30.42,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
14735,UPI,Bank_A,2,3,NONE,SUCCESS,63.52,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
1054,UPI,Bank_D,0,1,NONE,SUCCESS,19.73,LOW,Continue payment normally.
17609,UPI,Bank_A,1,2,NONE,SUCCESS,29.85,LOW,Continue payment normally.
14487,CARD,Bank_D,2,3,AUTH_ERROR,FAILED,91.53,HIGH,Complete authentication and retry the payment.
5347,UPI,Bank_C,1,2,NONE,SUCCESS,41.73,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
17767,UPI,Bank_A,0,1,NONE,SUCCESS,17.64,LOW,Continue payment normally.
19454,CARD,Bank_D,1,2,CARD_DECLINED,FAILED,73.64,HIGH,Try UPI or Net Banking instead of the card.
19008,UPI,Bank_A,0,1,NONE,FAILED,14.67,LOW,Continue payment normally.
1412,UPI,Bank_D,0,1,NETWORK_ERROR,SUCCESS,47.56,MEDIUM,Retry after a short delay or use another payment method.
5027,CARD,Bank_B,3,4,AUTH_ERROR,FAILED,94.98,HIGH,Complete authentication and retry the payment.
18769,UPI,Bank_A,1,2,NONE,FAILED,37.5,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
17816,UPI,Bank_A,0,1,NONE,SUCCESS,13.35,LOW,Continue payment normally.
4752,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,14.29,LOW,Continue payment normally.
9303,CARD,Bank_C,1,2,NONE,SUCCESS,47.18,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
13994,UPI,Bank_A,1,2,BANK_ERROR,SUCCESS,68.49,MEDIUM,Try another bank or payment method.
10747,CARD,Bank_A,1,2,NETWORK_ERROR,SUCCESS,71.77,HIGH,Retry after a short delay or use another payment method.
18523,UPI,Bank_A,2,3,BANK_ERROR,FAILED,84.85,HIGH,Try another bank or payment method.
16202,UPI,Bank_C,0,1,NONE,SUCCESS,27.09,LOW,Continue payment normally.
7804,UPI,Bank_A,0,1,NONE,SUCCESS,15.79,LOW,Continue payment normally.
18699,UPI,Bank_A,2,3,NETWORK_ERROR,FAILED,87.21,HIGH,Retry after a short delay or use another payment method.
11718,CARD,Bank_A,0,1,NETWORK_ERROR,SUCCESS,49.36,MEDIUM,Retry after a short delay or use another payment method.
8127,UPI,Bank_C,0,1,NONE,SUCCESS,17.89,LOW,Continue payment normally.
17186,UPI,Bank_B,0,1,NONE,SUCCESS,15.66,LOW,Continue payment normally.
3514,UPI,Bank_B,0,1,NONE,SUCCESS,12.4,LOW,Continue payment normally.
14020,UPI,Bank_B,0,1,NONE,SUCCESS,16.2,LOW,Continue payment normally.
7230,CARD,Bank_A,0,1,CARD_DECLINED,FAILED,44.15,MEDIUM,Try UPI or Net Banking instead of the card.
19156,CARD,Bank_A,3,4,AUTH_ERROR,FAILED,95.5,HIGH,Complete authentication and retry the payment.
18123,CARD,Bank_A,1,2,NONE,FAILED,37.73,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
11345,NET_BANKING,Bank_C,0,1,NONE,SUCCESS,22.17,LOW,Continue payment normally.
11394,NET_BANKING,Bank_B,0,1,BANK_ERROR,FAILED,38.27,MEDIUM,Try another bank or payment method.
3315,NET_BANKING,Bank_B,0,1,NONE,SUCCESS,15.92,LOW,Continue payment normally.
10960,UPI,Bank_D,2,3,BANK_ERROR,FAILED,87.38,HIGH,Try another bank or payment method.
17168,CARD,Bank_A,0,1,NONE,SUCCESS,15.01,LOW,Continue payment normally.
18882,UPI,Bank_D,1,2,NETWORK_ERROR,FAILED,74.34,HIGH,Retry after a short delay or use another payment method.
11751,UPI,Bank_B,0,1,NONE,SUCCESS,14.06,LOW,Continue payment normally.
4926,UPI,Bank_B,2,3,NETWORK_ERROR,FAILED,83.25,HIGH,Retry after a short delay or use another payment method.
2429,CARD,Bank_D,0,1,NONE,SUCCESS,19.03,LOW,Continue payment normally.
3667,UPI,Bank_D,0,1,NONE,SUCCESS,16.25,LOW,Continue payment normally.
11032,UPI,Bank_C,2,3,NETWORK_ERROR,FAILED,92.79,HIGH,Retry after a short delay or use another payment method.
19545,NET_BANKING,Bank_A,2,3,AUTH_ERROR,FAILED,90.38,HIGH,Complete authentication and retry the payment.
16576,CARD,Bank_C,0,1,NONE,SUCCESS,29.13,LOW,Continue payment normally.
16414,UPI,Bank_B,0,1,NONE,SUCCESS,13.03,LOW,Continue payment normally.
10449,UPI,Bank_C,2,3,BANK_ERROR,FAILED,88.81,HIGH,Try another bank or payment method.
371,CARD,Bank_A,0,1,NONE,SUCCESS,13.18,LOW,Continue payment normally.
923,UPI,Bank_D,0,1,BANK_ERROR,SUCCESS,45.31,MEDIUM,Try another bank or payment method.
1707,UPI,Bank_A,0,1,NONE,SUCCESS,10.54,LOW,Continue payment normally.
845,UPI,Bank_A,0,1,NONE,SUCCESS,11.21,LOW,Continue payment normally.
13775,UPI,Bank_A,0,1,NONE,FAILED,15.89,LOW,Continue payment normally.
4361,UPI,Bank_C,1,2,NONE,SUCCESS,40.28,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
7365,UPI,Bank_D,3,4,NETWORK_ERROR,FAILED,95.97,HIGH,Retry after a short delay or use another payment method.
17125,CARD,Bank_A,0,1,CARD_DECLINED,SUCCESS,45.09,MEDIUM,Try UPI or Net Banking instead of the card.
2997,UPI,Bank_B,0,1,BANK_ERROR,SUCCESS,39.04,MEDIUM,Try another bank or payment method.
17353,NET_BANKING,Bank_C,0,1,BANK_ERROR,FAILED,58.55,MEDIUM,Try another bank or payment method.
1044,NET_BANKING,Bank_D,0,1,NONE,SUCCESS,16.65,LOW,Continue payment normally.
8818,UPI,Bank_D,0,1,NONE,SUCCESS,14.59,LOW,Continue payment normally.
534,CARD,Bank_D,2,3,NETWORK_ERROR,FAILED,89.72,HIGH,Retry after a short delay or use another payment method.
5638,UPI,Bank_C,0,1,NONE,SUCCESS,19.33,LOW,Continue payment normally.
10817,UPI,Bank_C,0,1,NONE,SUCCESS,23.54,LOW,Continue payment normally.
3491,UPI,Bank_A,3,4,BANK_ERROR,FAILED,94.26,HIGH,Try another bank or payment method.
16143,UPI,Bank_B,0,1,NONE,FAILED,14.1,LOW,Continue payment normally.
6158,UPI,Bank_D,1,2,NONE,FAILED,35.98,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
13610,UPI,Bank_B,1,2,NONE,SUCCESS,32.64,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
15438,UPI,Bank_D,1,2,BANK_ERROR,FAILED,67.94,MEDIUM,Try another bank or payment method.
8522,CARD,Bank_C,0,1,NONE,FAILED,20.67,LOW,Continue payment normally.
17128,UPI,Bank_A,0,1,NONE,FAILED,16.88,LOW,Continue payment normally.
8429,NET_BANKING,Bank_D,0,1,AUTH_ERROR,SUCCESS,55.81,MEDIUM,Complete authentication and retry the payment.
14568,CARD,Bank_C,1,2,NONE,SUCCESS,48.3,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
4755,UPI,Bank_D,2,3,BANK_ERROR,FAILED,88.76,HIGH,Try another bank or payment method.
765,CARD,Bank_B,1,2,CARD_DECLINED,FAILED,70.15,HIGH,Try UPI or Net Banking instead of the card.
9646,CARD,Bank_B,0,1,NONE,SUCCESS,15.74,LOW,Continue payment normally.
11571,CARD,Bank_A,0,1,NETWORK_ERROR,SUCCESS,48.14,MEDIUM,Retry after a short delay or use another payment method.
